date,time,call,band,mode,their_grid,their_grid4,my_grid4,dist_km,dist_mi,loc_method,dupe
20250421,1802,W5LST,20m,FT8,EM33,EM33,FN21,1814.849,1127.695,grid4,
20250421,2019,EA1A,20m,FT8,IN73,IN73,FN21,5566.893,3459.106,grid4,
20250421,2026,ON3EA,20m,FT8,JO21,JO21,FN21,5911.517,3673.245,grid4,
20250421,2032,M0ILT,20m,FT8,IO80,IO80,FN21,5427.850,3372.708,grid4,
20250421,2036,NC7I,20m,FT8,DN30,DN30,FN21,3165.041,1966.665,grid4,
20250421,2042,KO4PVI,20m,FT8,EM67,EM67,FN21,1120.287,696.114,grid4,
20250421,2046,WA4CB,20m,FT8,EM54DV,EM54,FN21,1450.013,900.996,grid6+,
20250421,2053,K4TMR,20m,FT8,EM62TM,EM62,FN21,1459.209,906.710,grid6+,
20250421,2107,KC9YTT,20m,FT8,EN40,EN40,FN21,1345.380,835.980,grid4,
20250423,1704,VE1ZZ,20m,FT8,FN84,FN84,FN21,1030.146,640.103,grid4,
20250423,1716,N5IF,20m,FT8,EM11IG,EM11,FN21,2249.547,1397.803,grid6+,
20250423,1718,W7HAD,20m,FT8,DN71QE,DN71,FN21,2485.696,1544.540,grid6+,
20250423,1720,W0HT,20m,FT8,EN34LX,EN34,FN21,1498.008,930.819,grid6+,
20250423,1725,WA2SCB,20m,FT8,EL88,EL88,FN21,1616.979,1004.744,grid4,
20250423,1730,VP2VI,20m,FT8,FK78,FK78,FN21,2728.064,1695.140,grid4,
20250423,1735,AJ5S,20m,FT8,EM42UI,EM42,FN21,1733.308,1077.028,grid6+,
20250423,1739,N4NR,20m,FT8,EL95,EL95,FN21,1862.799,1157.489,grid4,
20250423,1741,K4QAL,20m,FT8,EM50CF,EM50,FN21,1751.247,1088.174,grid6+,
20250423,1750,VA5KEN,20m,FT8,DO70,DO70,FN21,2502.151,1554.764,grid4,
20250423,1755,K5WTH,20m,FT8,EM12RW,EM12,FN21,2186.330,1358.522,grid6+,
20250423,1758,RZ1OA,20m,FT8,LP04,LP04,FN21,6985.709,4340.717,grid4,
20250423,1834,AD8HD,20m,FT8,EN62SB,EN62,FN21,996.971,619.489,grid6+,
20250423,2057,F4DUZ,20m,FT8,JN19,JN19,FN21,5867.964,3646.183,grid4,
20250423,2059,YL3CW,20m,FT8,KO36,KO36,FN21,6914.761,4296.632,grid4,
20250423,2104,MM0JTV,20m,FT8,IO75,IO75,FN21,5145.773,3197.434,grid4,
20250423,2107,9K2ES,20m,FT8,LL39,LL39,FN21,10129.507,6294.182,grid4,
20250423,2114,KD9PFL,20m,FT8,EN53XB,EN53,FN21,1167.603,725.515,grid6+,
20250423,2117,YO4NF,20m,FT8,KN44hd,KN44,FN21,7829.800,4865.211,grid6+,
20250423,2118,IW0GYC,20m,FT8,JN61gu,JN61,FN21,6971.978,4332.185,grid6+,
20250423,2118,KX9DX,20m,FT8,EN70,EN70,FN21,846.044,525.707,grid4,
20250423,2121,IT9KBT/P,20m,FT8,JN61,JN61,FN21,6971.978,4332.185,grid4,
20250423,2126,OE4KSF,20m,FT8,JN87,JN87,FN21,6883.947,4277.485,grid4,
20250423,2131,SV2FNT,20m,FT8,KN00,KN00,FN21,7587.340,4714.553,grid4,
20250423,2136,TA1GRH,20m,FT8,KN41,KN41,FN21,8043.874,4998.230,grid4,
20250423,2155,4L4DX,20m,FT8,LN21,LN21,FN21,8992.831,5587.884,grid4,
20250423,2216,D2UY,20m,FT8,JI64,JI64,FN21,10246.458,6366.852,grid4,
20250423,2220,EA6ANX,20m,FT8,JM19,JM19,FN21,6360.920,3952.491,grid4,
20250423,2258,CE4WT,20m,FT8,FF33,FF33,FN21,8675.593,5390.762,grid4,
20250424,0001,HP1DAV,20m,FT8,FJ09,FJ09,FN21,3579.813,2224.392,grid4,
20250424,0006,RW9ULK,20m,FT8,NO34,NO34,FN21,9203.846,5719.003,grid4,
20250426,2345,K2FZZ,20m,SSB,FN21pc,FN21,FN21,0.000,0.000,grid6+,
20250511,2003,W7MD,20m,FT8,DM41,DM41,FN21,3376.115,2097.820,grid4,
20250511,2024,KB9DED,20m,FT8,EN54ew,EN54,FN21,1184.665,736.116,grid6+,
20250520,1933,K2FZZ,20m,SSB,FN21pc,FN21,FN21,0.000,0.000,grid6+,
20250525,2059,KA5HET,20m,FT8,EM25,EM25,FN21,1858.556,1154.853,grid4,
20250525,2106,N5YV,20m,FT8,EM12,EM12,FN21,2186.330,1358.522,grid4,
20250526,1741,KO4EFS,20m,FT4,EL96,EL96,FN21,1756.036,1091.150,grid4,
20250526,1804,NP3DM,20m,FT8,FK68,FK68,FN21,2667.938,1657.779,grid4,
20250526,1808,AJ4ZS,20m,FT8,EN52,EN52,FN21,1160.870,721.331,grid4,
20250526,1952,KO4WIY,20m,FT8,EM86,EM86,FN21,886.465,550.823,grid4,
20250526,1955,KD2WWU,20m,FT8,EL88,EL88,FN21,1616.979,1004.744,grid4,
20250527,0036,S52D,20m,FT8,JN76,JN76,FN21,6813.168,4233.505,grid4,
20250527,0049,IZ8PPI,20m,FT8,JM89ae,JM89,FN21,7376.665,4583.646,grid6+,
20250527,0033,R7AL,20m,FT8,KN84,KN84,FN21,8303.280,5159.418,grid4,
20250527,0046,DL9UXF,20m,FT8,JO30nl,JO30,FN21,6084.411,3780.676,grid6+,
20250527,0048,WC9C,20m,FT8,EN52,EN52,FN21,1160.870,721.331,grid4,
20250527,0052,IZ8EYN,20m,FT8,JM89AH44,JM89,FN21,7376.665,4583.646,grid6+,
20250527,0053,PY5BH,20m,FT8,GG54,GG54,FN21,7916.738,4919.232,grid4,
20250527,0055,KC9NRB,20m,FT8,EM58DD,EM58,FN21,1236.709,768.455,grid6+,
20250527,0055,KC9IVQ,20m,FT8,EN62,EN62,FN21,996.971,619.489,grid4,
20250527,0059,VE7KAJ,20m,FT4,CN88,CN88,FN21,3788.516,2354.074,grid4,
20250527,0100,KY4BP,20m,FT4,EM87,EM87,FN21,817.368,507.889,grid4,
20250527,0101,N2NUT,20m,FT4,EM64,EM64,FN21,1306.145,811.601,grid4,
20250527,0102,KA9JLF,20m,FT4,EM68,EM68,FN21,1074.138,667.438,grid4,
20250527,0102,F6FDY,20m,FT4,JN33,JN33,FN21,6435.719,3998.969,grid4,
20250527,0104,WD4LRC,20m,FT4,EL95,EL95,FN21,1862.799,1157.489,grid4,
20250527,0105,UA3PAB,20m,FT4,KO84,KO84,FN21,7548.067,4690.150,grid4,
20250527,0109,KK5ZV,20m,FT4,EL29,EL29,FN21,2239.805,1391.750,grid4,
20250527,0109,YO2LEA,20m,FT4,KN06,KN06,FN21,7198.536,4472.962,grid4,
20250527,0110,N4HCN,20m,FT4,EL99HV,EL99,FN21,1439.671,894.570,grid6+,
20250527,0112,RQ4F,20m,FT4,LO13tm,LO13,FN21,7908.743,4914.264,grid6+,
20250527,0115,AJ7CP,20m,FT4,DM42KJ,DM42,FN21,3322.750,2064.661,grid6+,
20250527,0117,K9SUR,20m,FT4,EM66PA,EM66,FN21,1175.092,730.168,grid6+,
20250527,0117,WA4NFO,20m,FT4,EM75ka,EM75,FN21,1095.283,680.577,grid6+,
20250527,0119,W0NFS,20m,FT4,EM48QO,EM48,FN21,1400.859,870.453,grid6+,
20250527,0120,K9ELF,20m,FT4,EN60,EN60,FN21,1012.328,629.031,grid4,
20250527,0121,WA3RIJ,20m,FT4,FM19,FM19,FN21,279.363,173.588,grid4,
20250527,0123,PY3IP,20m,FT4,GG40,GG40,FN21,8270.969,5139.340,grid4,
20250527,0127,KD4CVB,20m,FT4,EM83HX,EM83,FN21,1134.388,704.876,grid6+,
20250527,0127,GB8URC,20m,FT4,IO75,IO75,FN21,5145.773,3197.434,grid4,
20250527,0129,HI6M,20m,FT4,FK49,FK49,FN21,2475.373,1538.125,grid4,
20250527,0130,W6JCH,20m,FT4,DM13,DM13,FN21,3771.352,2343.409,grid4,
20250527,0135,KC1UYZ,80m,FT8,FN31XR,FN31,FN21,166.556,103.493,grid6+,
20250527,0137,KM0T,80m,FT8,EN13vb,EN13,FN21,1811.876,1125.847,grid6+,
20250527,0138,K4JH,80m,FT8,FM05pq,FM05,FN21,752.290,467.451,grid6+,
20250527,0144,W5MVD,40m,FT8,EM10ET,EM10,FN21,2316.231,1439.239,grid6+,
20250527,0145,DD0AM,40m,FT8,JO41,JO41,FN21,6164.354,3830.351,grid4,
20250527,0147,VA3LDE,40m,FT8,FN03,FN03,FN21,396.149,246.156,grid4,
20250527,0150,F4JRC,40m,FT8,JN23,JN23,FN21,6293.822,3910.798,grid4,
20250527,0155,SV2DGH,30m,FT8,KN10,KN10,FN21,7722.133,4798.310,grid4,
20250527,0200,HA1SU,30m,FT8,JN87,JN87,FN21,6883.947,4277.485,grid4,
20250527,0202,HK4GSO,30m,FT8,FJ26,FJ26,FN21,3891.822,2418.266,grid4,
20250527,0207,KJ5W,20m,FT4,EM22,EM22,FN21,2031.437,1262.276,grid4,
20250527,0209,WJ4K,20m,FT4,EM73BR,EM73,FN21,1251.120,777.410,grid6+,
20250527,0210,EA3JW,20m,FT4,JN11,JN11,FN21,6253.795,3885.927,grid4,
20250527,0214,AA4CB,20m,FT4,EL88UI,EL88,FN21,1616.979,1004.744,grid6+,
20250527,0216,KD5TKR,20m,FT4,EM01AS,EM01,FN21,2404.884,1494.325,grid6+,
20250527,0216,YO2MD,20m,FT4,KN06,KN06,FN21,7198.536,4472.962,grid4,
20250527,0218,KR0B,20m,FT4,EN36VT,EN36,FN21,1539.084,956.342,grid6+,
20250527,0218,N0JPE,20m,FT4,EN13,EN13,FN21,1811.876,1125.847,grid4,
20250527,0219,R7DX,20m,FT4,KN84,KN84,FN21,8303.280,5159.418,grid4,
20250527,0221,SQ1DOZ,20m,FT4,JO73,JO73,FN21,6428.758,3994.644,grid4,
20250527,0225,E75C,30m,FT8,JN93,JN93,FN21,7258.549,4510.252,grid4,
20250530,2342,W5XO,15m,FT8,EM10,EM10,FN21,2316.231,1439.239,grid4,
20250531,0001,HI3QMT,17m,FT8,FK49,FK49,FN21,2475.373,1538.125,grid4,
20250531,0003,NE7O,17m,FT8,CN85RQ,CN85,FN21,3839.059,2385.480,grid6+,
20250531,0006,K0WWX,17m,FT8,DM79LW,DM79,FN21,2533.566,1574.284,grid6+,
20250531,0014,A71AT,20m,FT8,LL55,LL55,FN21,10723.079,6663.011,grid4,
